src	trg	w
173	204	1
375	204	2
96	204	12
212	204	8
239	204	1
516	204	2
877	204	15
77	204	17
139	204	16
19	204	9
306	204	7
42	204	17
391	204	20
79	204	13
24	204	11
113	205	15
1264	206	2
427	206	12
1039	208	7
2032	208	8
3579	208	16
1734	208	1
139	208	2
1615	208	2
272	208	2
496	208	7
632	208	16
516	208	5
391	208	6
147	208	10
53	208	15
3579	212	20
3774	212	20
3057	212	18
514	212	20
36	212	6
2815	212	1
2396	212	4
139	212	17
1407	212	11
16	212	10
469	212	10
1739	212	1
496	212	14
1307	212	16
180	212	17
42	212	6
1554	212	4
2214	212	10
658	212	13
30	212	10
272	212	19
1522	212	2
173	212	6
877	212	5
19	212	6
518	212	1
395	212	10
1398	212	7
1199	212	16
326	212	9
14	212	17
436	212	5
442	212	18
1092	212	19
79	212	20
350	212	5
1047	212	1
66	212	2
306	212	10
777	212	14
50	212	12
105	212	4
84	212	17
57	212	16
1287	212	19
161	212	4
77	212	12
147	212	5
947	212	2
21	212	17
96	212	17
127	212	2
317	212	11
65	213	7
849	213	1
2066	214	11
391	214	15
1398	214	13
173	214	15
3378	214	2
2938	214	11
306	214	16
1554	214	12
582	214	12
1539	214	19
511	214	19
467	215	1
2566	215	16
217	215	17
19	216	13
14	216	3
467	217	3
730	217	17
1180	217	11
215	217	5
549	219	10
600	219	12
2396	219	1
93	220	18
77	220	3
263	220	16
19	220	1
147	220	16
918	222	7
3574	224	15
3956	224	5
1398	224	13
3061	224	3
1119	224	18
1047	224	18
892	224	3
2006	224	1
102	224	16
339	224	3
11	224	16
496	224	5
1522	224	19
507	224	4
1560	224	3
2214	224	1
228	224	1
326	224	20
203	224	8
1729	224	2
30	224	12
436	224	4
139	224	5
72	224	10
272	224	1
375	224	6
79	224	18
239	224	1
306	224	20
173	224	17
96	224	18
212	224	13
391	224	19
350	224	5
77	224	4
84	224	5
611	224	14
1085	226	6
1398	226	2
1047	226	5
507	226	4
2958	228	16
801	228	8
1407	228	19
3061	228	20
3774	228	1
436	228	1
377	228	12
1307	228	12
1047	228	16
2102	228	11
1465	228	14
272	228	5
947	228	15
1919	228	11
224	228	4
1952	228	11
473	228	11
79	228	8
1566	228	16
1560	228	14
2214	228	20
537	228	15
496	228	3
30	228	1
384	228	11
57	228	20
77	228	11
54	228	16
14	228	3
230	228	17
931	228	9
36	228	4
102	228	14
50	228	9
147	228	8
96	228	1
306	228	16
317	228	17
582	230	13
3574	230	18
3774	230	1
514	230	16
1431	230	12
1707	230	16
2689	230	6
2069	230	20
473	230	10
298	230	13
461	230	20
2396	230	14
77	230	5
30	230	16
436	230	3
384	230	3
1739	230	12
1729	230	15
364	230	16
1342	230	5
1169	230	14
395	230	12
104	230	11
306	230	16
1496	230	12
50	230	17
96	230	1
228	230	18
147	230	8
931	230	14
407	230	13
755	230	11
147	232	2
323	236	7
244	236	2
1988	236	11
147	236	20
1652	236	2
305	236	6
2411	236	4
2044	236	15
147	237	13
306	237	20
1398	237	3
364	237	8
1729	237	5
1136	237	3
304	237	7
1043	237	7
496	239	19
1952	239	4
296	239	10
1892	239	20
2396	239	1
829	239	9
1398	239	2
2034	239	3
203	239	1
77	239	5
272	239	1
224	239	19
173	239	7
192	239	4
204	239	3
102	239	10
105	239	7
147	239	12
79	239	2
306	239	20
98	239	15
87	239	9
14	239	7
139	239	18
1652	240	5
346	240	11
639	240	4
1988	240	16
1832	240	15
117	240	13
147	240	20
157	240	11
149	240	16
2219	242	20
411	243	11
1920	243	1
3579	243	17
1287	243	13
1085	243	16
507	243	10
496	243	8
375	243	17
326	243	19
1522	243	20
3150	243	4
96	243	7
77	243	19
1398	243	3
2127	243	18
291	243	19
3975	244	6
323	244	9
542	244	15
3774	244	15
1246	244	6
236	244	10
73	244	17
1988	244	8
1652	244	6
1683	244	14
12	244	20
156	245	2
371	249	16
2069	249	15
147	249	6
306	249	17
805	254	14
421	254	3
173	254	4
391	254	14
322	254	17
1190	257	10
3338	257	19
646	257	6
102	263	11
77	263	9
472	263	15
1645	263	13
272	263	9
317	263	11
1047	263	14
220	263	16
176	263	6
131	263	16
1398	263	7
147	263	1
353	264	8
3497	270	7
188	271	14
2074	271	1
1398	271	15
2958	272	16
11	272	6
228	272	8
1247	272	1
1199	272	18
180	272	20
212	272	9
3774	272	4
1892	272	9
2600	272	17
192	272	16
204	272	4
3061	272	6
263	272	18
1919	272	6
456	272	12
496	272	18
1085	272	4
2069	272	4
1889	272	15
469	272	18
2396	272	9
330	272	4
492	272	16
1739	272	15
801	272	19
102	272	9
2011	272	7
1560	272	4
1047	272	18
2214	272	5
53	272	18
50	272	12
436	272	4
395	272	17
30	272	4
84	272	17
173	272	8
384	272	16
507	272	3
224	272	5
57	272	3
777	272	8
14	272	15
375	272	18
87	272	19
364	272	20
239	272	19
19	272	1
1172	272	8
1398	272	14
326	272	8
350	272	1
1522	272	10
77	272	15
472	272	9
79	272	19
306	272	4
147	272	11
96	272	14
317	272	20
0	273	16
306	273	19
50	273	7
330	273	17
139	273	14
496	273	7
2180	274	9
709	274	13
2180	275	2
1005	283	3
1387	283	4
3502	283	5
2481	283	1
1558	283	19
799	284	9
147	284	6
306	284	6
1398	284	10
1359	284	9
1613	284	8
1313	284	12
514	285	17
2384	285	20
311	285	16
518	285	7
2069	285	2
859	285	15
1990	285	11
306	285	2
461	285	14
537	285	11
96	285	7
147	285	11
1476	285	20
516	285	16
1131	286	9
1190	286	13
1750	286	7
1421	286	10
1062	286	4
1497	286	4
173	288	1
1446	288	6
452	289	11
1398	289	19
496	289	7
14	289	20
770	291	2
4045	291	20
1920	291	8
364	291	19
1085	291	7
303	291	18
520	291	9
1037	291	1
77	291	6
2127	291	11
30	291	12
411	291	1
549	291	1
2396	291	16
384	291	14
243	291	11
1566	296	9
323	296	8
817	296	12
57	296	8
2600	296	4
303	296	18
239	296	15
1599	296	7
436	296	13
1229	296	6
30	296	14
496	296	13
1047	296	17
77	296	2
63	296	12
801	296	9
305	296	11
777	296	18
79	296	8
306	296	17
173	296	20
317	296	7
1398	296	8
147	296	6
1739	298	12
14	298	13
1554	300	9
1879	300	13
1651	300	6
2620	300	17
1934	300	8
323	303	13
1132	303	7
1990	303	13
318	303	8
1471	303	12
73	303	10
173	303	1
296	303	19
1398	303	19
2904	303	13
192	303	16
1535	303	14
2411	303	13
236	303	13
2044	303	6
1287	303	3
375	303	20
704	303	11
488	303	2
305	303	18
421	304	8
872	304	2
2396	304	14
1810	304	16
1715	304	20
2482	304	16
1551	304	17
879	304	2
808	304	15
237	304	3
1043	304	7
3975	305	19
73	305	20
1988	305	17
2904	305	5
236	305	17
323	305	20
1683	305	8
147	305	5
830	305	14
1652	305	18
2355	305	1
244	305	11
296	305	2
704	305	19
157	305	4
442	305	16
303	305	5
2716	306	13
690	306	9
1762	306	13
3598	306	15
2667	306	17
846	306	1
1648	306	1
2528	306	18
363	306	14
1619	306	5
3574	306	3
3579	306	17
755	306	2
514	306	8
2384	306	19
448	306	10
1203	306	6
1659	306	15
176	306	5
1246	306	5
1554	306	15
3094	306	11
1100	306	12
2011	306	7
1599	306	15
1645	306	4
2846	306	19
214	306	11
160	306	8
392	306	10
496	306	9
71	306	9
384	306	7
1787	306	17
2689	306	17
2815	306	10
1895	306	2
1199	306	18
196	306	19
1085	306	17
1952	306	6
528	306	2
1326	306	17
2457	306	15
1092	306	11
1971	306	12
2058	306	14
832	306	10
2396	306	6
476	306	2
2069	306	10
2214	306	16
479	306	11
473	306	11
263	306	5
1919	306	19
1465	306	9
772	306	2
1734	306	9
15	306	17
461	306	17
407	306	8
538	306	8
30	306	13
0	306	7
1892	306	5
2034	306	10
1136	306	12
1889	306	11
1739	306	19
1259	306	18
1307	306	11
472	306	2
521	306	18
353	306	19
376	306	2
395	306	8
1603	306	20
1407	306	16
180	306	10
130	306	18
1560	306	16
42	306	12
1707	306	13
173	306	4
28	306	8
87	306	14
326	306	4
518	306	18
272	306	3
1398	306	16
330	306	17
877	306	9
156	306	9
230	306	18
1566	306	11
516	306	6
212	306	20
296	306	18
239	306	11
1329	306	8
492	306	6
442	306	10
50	306	16
104	306	9
84	306	17
781	306	2
799	306	20
548	306	11
127	306	15
228	306	1
1047	306	18
777	306	6
507	306	11
79	306	3
189	306	8
119	306	1
43	306	17
25	306	14
582	306	18
204	306	6
139	306	10
350	306	12
436	306	2
93	306	20
21	306	13
57	306	5
2	306	4
36	306	17
19	306	3
14	306	9
391	306	10
58	306	16
317	306	19
147	306	2
77	306	5
161	306	19
1062	308	10
411	311	14
2677	311	20
841	313	4
2185	314	17
1315	316	14
1330	316	15
364	317	17
325	317	17
363	317	5
3774	317	13
514	317	19
2600	317	7
2689	317	3
1465	317	9
2396	317	8
330	317	5
2069	317	2
461	317	4
203	317	12
781	317	19
2214	317	17
263	317	12
384	317	7
30	317	14
180	317	17
2034	317	13
1739	317	6
57	317	1
1539	317	7
1734	317	5
1707	317	20
877	317	5
830	317	11
296	317	1
1398	317	17
272	317	19
1199	317	1
19	317	17
228	317	2
79	317	12
54	317	17
582	317	7
50	317	17
350	317	6
1047	317	4
436	317	4
212	317	5
139	317	3
96	317	6
176	317	6
14	317	15
306	317	7
77	317	18
147	317	7
303	318	18
77	319	11
748	319	6
17	321	15
1089	322	11
1350	322	5
2001	322	4
1752	322	13
391	322	11
3598	323	4
1398	323	15
303	323	9
1724	323	4
157	323	5
244	323	14
1350	323	6
296	323	9
236	323	6
305	323	13
75	325	20
317	325	6
830	325	8
2799	325	16
1085	326	19
3956	326	5
2542	326	17
111	326	18
1895	326	16
363	326	15
1920	326	10
131	326	17
243	326	7
2396	326	4
530	326	3
48	326	20
11	326	8
1560	326	18
192	326	19
469	326	11
1986	326	5
330	326	12
384	326	5
781	326	1
20	326	2
2355	326	10
139	326	18
1323	326	1
472	326	11
2304	326	7
1535	326	3
102	326	9
1526	326	18
2214	326	12
598	326	19
224	326	14
53	326	12
1307	326	8
395	326	10
202	326	6
892	326	18
436	326	2
176	326	14
1047	326	18
507	326	4
127	326	3
830	326	14
350	326	5
1106	326	19
391	326	2
1522	326	11
1162	326	15
272	326	1
306	326	15
87	326	7
1199	326	14
173	326	2
147	326	17
375	326	6
77	326	12
212	326	13
2	326	9
1398	326	5
19	326	12
79	326	17
54	326	19
755	326	1
96	326	5
31	326	18
113	326	15
177	326	17
464	328	18
2396	330	20
1619	330	4
317	330	10
830	330	2
154	330	9
1398	330	16
1554	330	16
77	330	13
436	330	9
19	330	13
2069	330	13
1889	330	11
1919	330	5
1047	330	3
395	330	11
306	330	4
105	331	3
168	331	19
77	331	7
1739	331	9
79	331	15
161	331	4
50	331	14
3061	334	5
3646	334	13
139	334	15
50	334	6
77	334	16
1398	334	2
411	335	15
2461	338	19
15	339	16
345	339	8
106	339	9
557	339	1
110	339	18
93	339	7
1326	339	8
104	339	6
224	339	9
66	339	11
4099	341	2
219	342	17
1326	342	7
2095	342	19
132	342	6
28	342	4
36	342	18
1386	342	15
180	342	17
973	344	16
339	345	8
1988	346	11
603	346	8
1988	349	17
2736	349	13
1398	349	20
84	350	18
390	350	13
461	350	3
180	350	17
1024	350	13
3155	350	4
2689	350	16
488	350	1
11	350	14
1462	350	5
2384	350	12
1047	350	6
2396	350	20
1889	350	9
330	350	6
57	350	16
127	350	15
1247	350	4
2029	350	7
1630	350	10
2214	350	9
658	350	11
395	350	17
30	350	4
1739	350	13
801	350	17
326	350	5
364	350	5
1522	350	4
472	350	3
272	350	14
173	350	10
499	350	11
702	350	14
1398	350	4
436	350	1
1199	350	8
496	350	7
224	350	13
212	350	5
79	350	1
147	350	1
582	350	17
317	350	19
14	350	9
77	350	4
306	350	16
96	350	20
139	350	3
1398	353	9
306	353	9
1337	354	9
2681	354	12
745	354	20
3600	354	11
3407	354	19
2719	354	6
1050	355	10
2555	356	1
306	357	7
4099	362	6
31	362	17
92	362	16
410	362	11
528	362	15
98	362	19
192	362	17
11	362	19
1398	363	1
830	363	8
1971	363	1
306	363	19
317	363	10
3774	363	14
794	363	7
2127	364	18
2713	364	10
4045	364	16
582	364	4
1501	364	2
1768	364	3
3859	364	12
11	364	8
2866	364	17
2922	364	6
3181	364	14
317	364	2
3081	364	3
291	364	8
1522	364	1
173	364	1
1246	364	19
1367	364	10
1371	364	9
2689	364	1
2917	364	9
1411	364	13
2951	364	4
2069	364	20
600	364	11
814	364	5
1419	364	5
1429	364	3
330	364	14
461	364	8
2396	364	14
411	364	17
384	364	19
430	364	15
1496	364	8
30	364	1
536	364	17
514	364	9
237	364	18
634	364	11
1739	364	9
1882	364	9
1596	364	5
147	364	17
1172	364	8
1398	364	18
350	364	12
272	364	10
1412	364	13
507	364	5
765	364	12
132	364	20
520	364	8
230	364	6
1046	364	4
1339	364	11
1329	364	11
1185	364	14
789	364	14
406	364	17
934	364	5
616	364	10
3313	365	2
553	365	12
3463	365	10
1606	365	6
286	365	13
2010	365	1
2489	365	7
1827	365	19
2922	366	7
1889	370	11
905	371	10
249	371	19
168	371	20
1398	371	4
147	371	9
1728	372	18
4099	373	18
3820	373	18
3555	373	4
1920	375	4
219	375	11
3956	375	16
2457	375	17
2433	375	9
3774	375	14
3505	375	8
3578	375	3
514	375	19
530	375	12
226	375	11
1471	375	19
2384	375	15
2011	375	16
3061	375	1
515	375	2
1173	375	10
1100	375	8
770	375	19
2032	375	14
525	375	7
1465	375	5
150	375	12
2396	375	5
799	375	13
1645	375	11
2002	375	12
1619	375	3
243	375	20
1079	375	5
410	375	6
2052	375	5
102	375	5
1476	375	16
1085	375	18
14	375	9
330	375	18
127	375	19
11	375	8
139	375	4
772	375	5
442	375	4
2189	375	6
2270	375	15
496	375	6
2214	375	4
228	375	16
1127	375	11
1535	375	7
1062	375	12
1496	375	2
384	375	18
237	375	8
538	375	14
53	375	16
38	375	14
2006	375	11
1739	375	6
1729	375	1
1522	375	6
192	375	15
1560	375	3
79	375	8
1526	375	7
1287	375	1
877	375	12
306	375	3
303	375	16
272	375	10
1047	375	15
204	375	2
21	375	9
9	375	6
545	375	13
173	375	16
84	375	12
57	375	3
115	375	18
212	375	15
350	375	6
224	375	19
326	375	15
147	375	4
1398	375	20
507	375	4
77	375	20
96	375	13
306	376	14
147	376	5
947	377	10
228	377	3
1246	377	1
161	377	6
75	382	3
3774	384	4
549	384	3
411	384	12
3344	384	2
2917	384	19
364	384	18
30	384	8
2396	384	6
2384	384	4
2214	384	17
154	384	9
139	384	17
2069	384	4
1398	384	3
317	384	3
147	384	6
1739	384	8
291	384	10
77	384	4
3325	385	4
3392	385	10
2329	385	18
462	385	13
2073	386	1
1569	386	20
1494	386	4
1420	386	9
1899	389	14
2466	389	20
403	389	10
1113	389	15
2625	389	6
350	390	6
3325	391	16
3505	391	17
3956	391	7
363	391	2
2598	391	13
2838	391	5
1136	391	9
2433	391	18
1810	391	6
633	391	3
1686	391	11
1678	391	12
392	391	10
2908	391	20
2038	391	18
2322	391	8
461	391	16
144	391	12
214	391	14
1666	391	15
1481	391	9
1062	391	18
2471	391	14
2394	391	3
2029	391	14
1554	391	11
1427	391	13
811	391	12
1282	391	20
2034	391	14
334	391	14
711	391	13
1984	391	2
353	391	5
79	391	9
1390	391	18
272	391	17
173	391	9
123	391	5
326	391	19
507	391	4
1169	391	19
777	391	15
14	391	13
480	391	16
84	391	11
105	391	4
50	391	13
147	391	18
582	391	3
322	391	11
21	391	4
139	391	8
57	391	9
77	391	5
177	391	20
7	391	13
96	391	4
147	392	15
1047	394	10
1439	394	15
2084	394	1
1085	394	17
1359	394	7
1169	394	11
176	395	6
330	395	2
777	395	16
1889	395	19
79	395	16
1739	395	19
306	395	17
84	395	4
173	395	8
147	395	2
212	395	9
230	395	1
1810	397	5
1249	398	11
1250	398	4
1451	400	19
370	401	3
1045	401	18
1325	401	20
1665	401	8
391	401	14
3096	402	14
389	403	16
1899	403	14
2625	403	10
1945	403	8
453	403	12
391	403	19
1131	403	13
1169	403	3
364	406	8
139	407	14
436	407	7
306	407	18
77	407	3
296	407	10
1047	407	4
230	407	20
116	407	17
1978	408	18
2521	408	4
733	408	9
1539	408	11
496	410	12
507	410	7
192	410	13
92	410	14
3061	410	3
362	410	5
13	410	5
77	410	12
563	410	4
2	410	13
16	410	18
203	410	9
1287	410	5
2006	410	1
3	410	3
582	411	7
1920	411	2
243	411	16
11	411	19
291	411	14
2922	411	17
147	411	4
311	411	1
1367	411	11
2002	411	8
427	411	8
2052	411	3
52	411	10
30	411	18
384	411	15
600	411	18
2482	411	18
474	411	18
2470	411	7
364	411	8
2403	411	6
2396	411	17
103	411	10
1739	411	10
1127	411	5
549	411	6
832	411	4
1415	411	8
1398	411	12
770	411	10
883	411	4
1398	413	3
2073	413	12
1335	413	11
2524	413	18
2112	414	11
374	414	12
2762	414	7
1877	414	20
2629	414	4
1863	414	18
2374	414	19
1717	414	8
2016	414	3
625	414	9
1596	414	10
1099	414	5
1206	414	3
4099	415	1
513	415	13
1666	415	6
1396	415	14
1709	415	14
638	415	10
1555	415	7
4075	416	4
2843	416	8
3269	416	4
2600	416	19
1561	416	4
147	416	16
1834	420	6
396	420	4
1043	421	17
304	421	17
3892	421	17
1729	421	19
306	421	8
254	421	10
4023	422	14
3021	422	4
3238	422	16
2953	422	2
2586	422	11
995	422	16
437	425	1
3103	426	17
859	426	5
3646	426	16
2032	426	13
830	426	6
2736	426	9
79	426	9
811	426	10
139	426	4
182	426	18
306	426	7
507	426	3
2034	426	12
334	426	14
1762	426	8
147	426	19
4019	427	20
3469	427	7
3763	427	2
3111	427	15
296	428	14
173	428	10
306	428	11
147	428	14
617	432	20
1229	432	11
535	432	9
306	432	18
1404	432	7
149	432	3
654	433	15
3010	433	15
306	434	16
3541	434	13
1729	434	3
2441	434	19
992	434	19
1834	435	15
71	436	16
228	436	8
1971	436	13
2384	436	13
87	436	14
2600	436	19
296	436	11
17	436	6
180	436	6
452	436	14
492	436	9
79	436	18
14	436	4
176	436	7
330	436	8
1465	436	12
1919	436	2
2270	436	6
407	436	18
496	436	9
2214	436	18
139	436	20
690	436	10
658	436	20
799	436	14
719	436	5
272	436	19
127	436	14
230	436	5
30	436	16
224	436	11
326	436	6
1739	436	9
58	436	12
801	436	16
1522	436	20
1560	436	19
21	436	14
173	436	11
57	436	17
1398	436	6
350	436	6
1092	436	18
77	436	11
777	436	16
212	436	13
1093	436	15
84	436	16
1047	436	16
50	436	20
317	436	13
96	436	11
147	436	19
306	436	1
147	437	1
97	437	1
2295	439	8
2095	439	2
2296	439	4
1470	441	7
21	442	6
496	442	1
139	442	8
1734	442	8
1739	442	15
127	442	19
96	442	7
2	442	7
147	442	20
212	442	1
306	442	10
305	442	14
1681	444	16
3528	445	8
3154	445	14
3302	445	16
3036	445	6
3236	445	6
1181	445	20
772	446	19
306	448	11
139	448	15
748	448	4
789	448	15
11	448	10
798	451	16
289	452	16
17	452	18
436	452	6
2180	452	12
900	452	19
1875	453	8
487	453	10
1169	453	19
2672	454	9
1533	454	11
437	454	14
97	454	12
859	456	15
272	456	11
176	456	6
147	456	17
1255	457	15
1729	458	2
2070	460	6
306	461	12
3094	461	6
317	461	17
77	461	3
147	461	4
88	463	18
328	464	6
1764	466	14
1483	466	11
520	466	7
139	466	6
1729	466	9
1398	466	17
263	466	1
306	466	2
1512	466	19
1079	466	20
147	466	13
77	466	17
215	467	14
217	467	10
212	469	19
3956	469	8
326	469	12
1766	472	10
1342	472	12
2783	472	11
263	472	4
1988	472	20
2338	472	12
860	472	11
2034	472	7
79	472	12
317	472	11
637	472	10
326	472	3
2214	472	7
306	472	19
272	472	7
350	472	18
147	472	10
50	472	10
96	472	8
4099	473	7
3774	473	5
934	473	10
2788	473	3
3507	473	9
1762	473	18
1557	473	2
627	473	15
3061	473	7
773	473	9
173	473	19
2858	473	7
2136	473	5
58	473	17
2384	473	13
1354	473	10
2396	473	8
1153	473	7
2069	473	16
442	473	15
1772	473	4
2213	473	5
1047	473	7
1892	473	14
496	473	3
224	473	8
139	473	4
167	473	9
384	473	1
228	473	17
1307	473	8
79	473	11
1496	473	4
272	473	8
77	473	5
57	473	8
230	473	17
582	473	14
407	473	14
306	473	19
2472	474	20
2396	474	2
1398	476	14
1734	476	17
2050	476	19
147	476	13
3774	479	9
3407	479	10
772	479	12
147	479	11
633	480	18
2029	480	20
805	480	1
1810	480	19
488	480	10
1325	480	16
1296	480	14
391	480	4
3155	483	17
633	483	14
3814	483	15
970	483	1
536	483	13
1455	483	19
2329	483	17
488	483	12
666	483	12
3995	484	20
391	485	20
970	485	1
1729	485	4
1707	485	8
1678	485	12
2662	487	12
3129	487	2
453	487	17
2472	488	6
2384	488	8
350	488	3
499	488	11
751	488	11
1988	488	8
1024	488	15
30	488	6
520	488	19
704	488	1
496	488	14
303	488	8
626	491	19
1892	492	16
1048	492	7
2034	492	1
79	492	20
436	492	9
96	492	9
14	492	8
77	492	18
846	492	19
147	492	6
36	492	15
272	492	10
1398	492	20
176	492	14
306	492	11
507	492	11
733	493	1
2540	494	7
1247	496	1
4138	496	14
1707	496	12
2189	496	2
3574	496	8
1810	496	18
212	496	13
1173	496	2
3774	496	18
1895	496	20
3579	496	20
2543	496	9
289	496	10
514	496	2
74	496	16
830	496	17
1471	496	3
594	496	10
518	496	19
395	496	2
563	496	12
2542	496	11
154	496	1
131	496	15
179	496	10
180	496	17
3061	496	9
105	496	15
150	496	1
1092	496	16
522	496	6
2187	496	18
410	496	1
173	496	10
31	496	10
11	496	20
2052	496	13
224	496	3
50	496	18
841	496	11
1342	496	1
442	496	7
2396	496	8
2069	496	8
548	496	11
2006	496	5
92	496	20
176	496	20
98	496	7
204	496	11
1892	496	10
196	496	14
203	496	7
1465	496	10
1047	496	11
21	496	7
296	496	3
84	496	15
507	496	19
892	496	18
436	496	10
139	496	12
330	496	2
567	496	6
273	496	5
702	496	7
192	496	16
14	496	19
102	496	3
1306	496	7
375	496	9
1729	496	20
145	496	19
1919	496	5
2214	496	14
306	496	7
772	496	2
1630	496	3
228	496	1
77	496	8
208	496	3
272	496	18
53	496	8
96	496	2
30	496	12
1522	496	18
79	496	8
147	496	4
1615	496	15
1555	496	9
350	496	7
488	496	13
2717	497	17
1615	497	14
391	497	15
208	497	9
1971	498	17
3066	500	11
147	501	14
565	503	1
1607	503	16
1517	503	19
1591	503	17
1398	503	9
654	503	10
1860	504	9
726	504	17
940	506	9
642	507	11
2428	507	12
1707	507	6
410	507	19
770	507	18
2729	507	15
3018	507	12
530	507	13
243	507	18
1085	507	19
3505	507	7
3061	507	15
2858	507	3
1919	507	10
1500	507	3
2396	507	2
411	507	14
627	507	20
1342	507	13
2069	507	11
102	507	18
1476	507	20
21	507	2
1892	507	14
330	507	15
384	507	5
2304	507	1
11	507	5
518	507	6
2214	507	7
224	507	2
1047	507	5
2326	507	4
2318	507	5
496	507	18
499	507	13
2189	507	11
515	507	8
98	507	14
1535	507	4
77	507	17
53	507	2
263	507	6
2052	507	15
226	507	1
84	507	5
1127	507	2
326	507	4
1287	507	17
2006	507	2
272	507	18
1522	507	19
1729	507	16
1526	507	13
1739	507	6
9	507	20
79	507	18
14	507	8
690	507	17
777	507	4
19	507	18
364	507	10
1560	507	3
391	507	12
375	507	12
1398	507	8
147	507	5
1162	507	19
66	507	16
173	507	13
50	507	4
96	507	12
192	507	19
306	507	13
492	507	18
1169	510	8
2084	510	9
565	511	8
3343	511	2
214	511	2
1539	511	4
4	512	9
221	512	4
109	512	12
1666	513	10
415	513	18
1709	513	17
986	513	15
761	513	12
31	513	20
1132	514	11
3023	514	7
496	514	12
363	514	7
639	514	8
212	514	12
306	514	2
2457	514	20
1162	514	4
582	514	8
3859	514	13
3774	514	6
3574	514	7
11	514	1
1952	514	19
1889	514	15
147	514	19
317	514	15
2384	514	4
272	514	7
2828	514	20
2689	514	10
84	514	12
144	514	18
364	514	16
1127	514	6
1729	514	8
1522	514	6
77	514	6
1398	514	15
3018	515	2
2466	515	16
525	515	17
84	515	17
2189	515	14
375	515	17
2032	515	20
139	515	4
1398	515	19
507	515	13
147	515	17
755	516	15
1768	518	3
595	518	11
285	518	12
863	518	8
79	518	6
1407	518	12
507	518	2
84	518	4
50	518	15
1162	518	5
77	518	6
147	518	20
291	520	7
1342	520	3
2384	520	6
384	520	13
2396	520	9
2669	520	7
466	520	18
364	520	13
306	521	3
49	521	15
1127	521	10
77	521	9
496	522	8
2086	522	9
306	522	11
96	522	6
19	522	20
370	523	2
3407	523	3
306	523	8
828	525	15
370	525	5
79	525	5
3365	525	16
642	525	11
515	525	2
1920	525	11
892	525	7
375	525	3
2006	525	4
2933	525	16
967	525	16
1729	525	17
1429	525	9
1398	525	1
2061	525	13
2025	525	1
656	525	11
306	527	15
2396	528	11
362	528	4
139	528	16
14	530	12
3956	530	19
469	530	4
507	530	4
1522	530	5
375	530	11
79	530	20
102	530	14
1919	530	10
2304	530	14
77	530	6
1287	530	16
105	530	6
1173	530	9
1398	530	6
96	530	14
326	530	11
1895	530	20
3506	533	9
586	534	17
749	534	1
2394	534	19
1378	534	2
633	536	8
1722	536	16
1282	536	4
3930	536	3
499	536	15
1936	536	6
970	536	10
775	536	11
1024	536	6
751	536	15
520	536	20
2394	536	12
2274	536	1
1607	536	13
2029	536	1
488	536	8
1810	536	16
364	536	7
694	536	5
226	536	17
480	536	18
1419	536	1
582	537	5
3774	537	15
514	537	19
147	537	14
781	537	8
2689	537	8
461	537	6
2396	537	10
2069	537	10
947	537	1
384	537	13
96	537	10
330	537	16
1919	537	3
101	537	3
285	537	20
3670	538	6
317	538	11
2069	538	19
50	538	13
173	538	7
2669	539	7
2430	540	1
781	541	13
244	542	8
3511	543	19
3477	545	20
3378	545	18
3549	545	8
1554	545	17
876	545	4
1665	545	14
733	545	3
1398	545	5
738	545	6
1569	545	1
1539	545	2
1615	548	9
2416	548	1
196	548	18
2859	548	11
1092	548	3
1895	548	15
496	548	20
239	548	12
2034	548	4
1739	548	7
79	548	13
102	548	2
105	548	12
518	548	20
14	548	5
77	548	14
306	548	4
2	548	4
98	548	9
219	549	8
384	549	13
291	549	6
2396	549	9
3113	550	1
805	550	13
503	550	20
2118	550	20
2495	550	1
2156	550	15
1041	550	11
1282	550	13
1190	550	15
1062	550	2
1698	550	7
2396	553	8
365	553	9
3579	556	17
84	556	15
1047	556	15
77	556	12
1192	556	10
3061	557	19
161	557	11
114	557	14
21	557	14
339	557	6
147	557	20
96	557	3
4106	559	2
3232	559	18
2707	559	2
1096	559	10
2607	559	7
2086	563	1
3956	563	4
391	563	18
53	563	5
1471	563	13
582	563	19
518	563	15
2416	563	2
173	563	8
1114	563	3
2032	563	8
410	563	9
31	563	11
1465	563	10
196	563	2
139	563	16
2396	563	16
79	563	7
2187	563	15
127	563	3
1047	563	4
841	563	6
1971	563	11
605	563	2
128	563	11
496	563	2
772	563	3
306	563	10
423	563	7
263	563	5
1986	563	10
98	563	18
92	563	12
272	563	2
1719	563	19
